StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q3.1,Q4.1,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q6.1,Q6.2,Q6.3,Q7.1_1,Q8.2,Q8.3,Q8.4,Q8.5,Q8.6,Added - Q1,Added - Q2,Added - Q3,Added - Q4,Added - Q5,Added - Q6,Added - Q7,Added - Q8,Added - Q9,Q40.1,Q_BallotBoxStuffing,rid,pid,SUPPLIER_ID,SUPNAME,screener,who,outcome,casualty
2021-08-30 10:13:11,2021-08-30 10:21:51,IP Address,100,519,True,2021-08-30 10:21:51,R_1eJokzjNABwtWC2,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,やや悪い,どちらともいえない,かなり悪い,どちらともいえない,やや悪い,ほとんど信頼することができない,やや信頼することができる,ほとんど信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,その他,4,男,61,大学・大学院,神奈川県,８００〜９９９万円,どちらともいえない,どちらかといえば、支持しない,どちらかといえば、支持する,どちらともいえない,どちらかといえば、評価すると思う,対応が遅いと思う。,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612ce764-ed4d-015a-a2a4-d9192f27a20f,ec3e043f4bc85df125e86e0bb9ec07d3,708,TapResearch,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 10:12:58,2021-08-30 10:22:04,IP Address,100,545,True,2021-08-30 10:22:04,R_DAXm7xdlKhZ5H57,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,あまり信頼することができない,やや信頼することができる,ほとんど信頼することができない,ほとんど信頼することができない,あまり信頼することができない,その他,あまり熱心でない支持者,,4,女,74,高校・旧制中学校,東京都,２００〜３９９万円,どちらともいえない,どちらともいえない,どちらかといえば、支持する,どちらかといえば、同意しない,どちらかといえば、評価すると思う,トップ同士の話合いが必要ではなかったのかと思う,防衛大臣,作戦は失敗し、１台も無事に空港まで護送することができなかった,出た,すこし難問過ぎる　気楽に参加しにくい,,612ce74d-966a-6b57-238e-80ac71417512,101278572,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 10:15:46,2021-08-30 10:23:24,IP Address,100,458,True,2021-08-30 10:23:25,R_1K6E12rQT1u7MSa,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",かなり悪い,やや悪い,どちらともいえない,どちらともいえない,かなり悪い,やや悪い,かなり悪い,あまり信頼することができない,かなり信頼することができる,やや信頼することができる,あまり信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,日本維新の会,4,男,41,大学・大学院,大阪府,８００〜９９９万円,どちらかといえば、評価する,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意する,どちらかといえば、評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612ce7d9-47f0-cdea-d626-de5ecaa30ebe,25514089,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 10:13:21,2021-08-30 10:23:32,IP Address,100,610,True,2021-08-30 10:23:32,R_1lblhmp2fPZweEn,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,やや良い,やや良い,やや悪い,どちらともいえない,やや悪い,あまり信頼することができない,かなり信頼することができる,ほとんど信頼することができない,やや信頼することができる,ほとんど信頼することができない,自由民主党,あまり熱心でない支持者,,5,男,71,大学・大学院,東京都,１２００〜１３９９万円,どちらともいえない,支持する,支持する,同意しない,評価すると思う,何もない何もない,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612ce784-47dd-1474-e150-b3f24e0cf003,102760230,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 10:17:50,2021-08-30 10:24:00,IP Address,100,370,True,2021-08-30 10:24:01,R_3ESSauJb8CSEmhz,anonymous,JA,1,参加することに同意します,全く注意していない,"毎日,まったくない",どちらともいえない,やや悪い,やや悪い,どちらともいえない,かなり悪い,やや悪い,やや悪い,ほとんど信頼することができない,やや信頼することができる,ほとんど信頼することができない,あまり信頼することができない,やや信頼することができる,どの政党も支持していない,,その他,4,女,44,大学・大学院,東京都,８００〜９９９万円,どちらかといえば、評価しない,どちらかといえば、支持する,どちらともいえない,どちらともいえない,どちらともいえない,意見を書けるほど情報を知らない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612ce890-4acd-6932-ed88-11b2320236fc,102109393,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 10:17:59,2021-08-30 10:25:05,IP Address,100,426,True,2021-08-30 10:25:06,R_bxssyUuuC0LR2j7,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,どちらともいえない,どちらともいえない,かなり悪い,やや悪い,かなり悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,4,男,38,大学・大学院,富山県,８００〜９９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意しない,どちらかといえば、評価すると思う,タリバン政権の承認について様子見しているように見えるが、そもそも非人道的であることは明らかであり、即座に承認しない立場を取るべきである。,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612ce886-0202-735f-7209-a233aa22d773,25057743,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 10:21:21,2021-08-30 10:25:34,IP Address,100,252,True,2021-08-30 10:25:35,R_3KC80UQFA4BmsCR,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,どの政党も支持していない,,立憲民主党,4,女,40,大学・大学院,東京都,４００〜５９９万円,どちらかといえば、評価しない,支持しない,支持しない,同意する,評価すると思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612ce93f-2761-9ecb-03fc-b76b4c7e1ed2,103331574,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 09:53:47,2021-08-30 10:26:44,IP Address,100,1977,True,2021-08-30 10:26:44,R_1MQtMYaaEBq8aTT,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや悪い,かなり悪い,やや良い,やや悪い,あまり信頼することができない,やや信頼することができる,やや信頼することができる,やや信頼することができる,あまり信頼することができない,日本維新の会,あまり熱心でない支持者,,5,男,50,大学・大学院,大阪府,８００〜９９９万円,どちらかといえば、評価する,支持する,どちらかといえば、支持する,どちらともいえない,どちらかといえば、評価しないと思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612ce06b-962c-814a-7d03-833c43f6fd25,23147270,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 10:18:45,2021-08-30 10:27:32,IP Address,100,527,True,2021-08-30 10:27:32,R_6ogUj6MSUyHIyAx,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや良い,やや悪い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,4,女,52,短大・高専,福岡県,６００〜７９９万円,どちらかといえば、評価しない,どちらかといえば、支持する,どちらかといえば、支持しない,どちらかといえば、同意する,どちらともいえない,"大変な事と思っている。
アメリカの指示に従って日本も考えていかないといけないと思う",自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,なにもない,,612ce868-a275-4562-0816-ab606304031d,25569588,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 10:06:05,2021-08-30 10:27:58,IP Address,100,1313,True,2021-08-30 10:27:58,R_2WJwFfDyOKNQf4t,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,かなり悪い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,やや信頼することができる,どの政党も支持していない,,立憲民主党,3,女,74,大学・大学院,群馬県,４００〜５９９万円,評価しない,支持する,どちらかといえば、支持する,どちらともいえない,どちらかといえば、評価すると思う,もっと迅速に手配決定をするべき。日本の決定は色々な手配が確実やそれに近くないと動かないのではないか。もっと人道的に配慮したほうが良い,防衛大臣,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,中々考えさせる調査だ。有事の時の判断や決定するのは本当のところ誰なのか知らない。,,612ce5ca-46b9-d4c9-a52f-bc9d998f0ac2,102561236,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 10:24:37,2021-08-30 10:28:34,IP Address,100,236,True,2021-08-30 10:28:35,R_1lhr0Qokr1ONkoh,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,公明党,4,女,51,高校・旧制中学校,大阪府,０〜１９９万円,評価しない,どちらかといえば、支持しない,支持しない,同意しない,評価しないと思う,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612ce9df-2eef-6602-8888-d33cc906c3e8,19848836,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 10:22:46,2021-08-30 10:29:33,IP Address,100,407,True,2021-08-30 10:29:33,R_2tAtYtjkZn5UH8e,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,どちらともいえない,やや悪い,やや悪い,どちらともいえない,どちらともいえない,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,自由民主党,4,男,56,大学・大学院,千葉県,１０００〜１１９９万円,どちらかといえば、評価しない,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意する,どちらかといえば、評価すると思う,緊急を要することであるため、臨機応変に対応すべき。,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612ce987-0112-7631-bedf-a05defa66d6d,101326633,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 10:22:54,2021-08-30 10:29:40,IP Address,100,406,True,2021-08-30 10:29:40,R_WAuXn8tLz7O6705,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,やや良い,どちらともいえない,かなり悪い,やや悪い,かなり悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,やや信頼することができる,自由民主党,あまり熱心でない支持者,,5,男,23,大学・大学院,埼玉県,１４００万円以上,評価しない,支持する,支持する,どちらかといえば、同意しない,評価すると思う,"弱腰である。残された日本の協力者である
アフガニスタン人は、日本が責任をもって退避させるべきだ。",菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,ユニークな設問でした。,,612ce9ac-c94f-9ff9-a187-1981ec16458c,18547920,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 10:24:23,2021-08-30 10:29:41,IP Address,100,317,True,2021-08-30 10:29:41,R_3lWDi6xD8hCHkve,anonymous,JA,0.800000011920928955078125,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,どちらともいえない,やや良い,どちらともいえない,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,5,女,20,大学・大学院,茨城県,１０００〜１１９９万円,どちらかといえば、評価する,どちらかといえば、支持しない,どちらともいえない,どちらかといえば、同意する,どちらかといえば、評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台も無事に空港まで護送することができなかった,死傷者に関する記載はなかった,何もない,,612cea00-f499-73c2-ba0e-588dae66d6c4,_6572_00855d8aa2a99527b50b13e25ce3a3c9,1135,RevenueUniverse,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 10:23:39,2021-08-30 10:30:10,IP Address,100,391,True,2021-08-30 10:30:10,R_2rGgYbpvuMtMTtK,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,かなり悪い,どちらともいえない,どちらともいえない,かなり悪い,どちらともいえない,かなり悪い,あまり信頼することができない,やや信頼することができる,ほとんど信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,国民民主党,3,女,62,専門学校,福島県,２００〜３９９万円,どちらともいえない,支持しない,支持しない,同意しない,どちらともいえない,なにもない,防衛大臣,作戦は失敗し、２台を除いて無事に空港まで護送することができなかった,出た,何もない,,612ce97d-1ef1-39f7-7d87-3cfa8989474d,15232594,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 10:21:07,2021-08-30 10:30:31,IP Address,100,563,True,2021-08-30 10:30:31,R_pSQ4Eoi73ZX8XqF,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,ほとんど信頼することができない,かなり信頼することができる,ほとんど信頼することができない,ほとんど信頼することができない,あまり信頼することができない,どの政党も支持していない,,その他,4,女,37,高校・旧制中学校,三重県,２００〜３９９万円,どちらかといえば、評価しない,どちらかといえば、支持しない,どちらともいえない,どちらかといえば、同意する,どちらともいえない,ガニさんが逃げる前になんとかできたらよかったのに。,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612ce921-8f66-bf65-22d6-f811d85c338b,4886794,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 10:19:25,2021-08-30 10:31:11,IP Address,100,706,True,2021-08-30 10:31:12,R_1OnwiFJGUrYXAul,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや良い,どちらともいえない,やや悪い,どちらともいえない,やや良い,やや良い,やや良い,やや信頼することができる,かなり信頼することができる,やや信頼することができる,やや信頼することができる,あまり信頼することができない,日本維新の会,あまり熱心でない支持者,,4,男,41,大学・大学院,長崎県,８００〜９９９万円,どちらかといえば、評価する,支持する,支持する,どちらともいえない,評価すると思う,現地の状況は現地に入った者しかわからないし現地にいる者の判断が最優先されるべきだと思う。人命保護以外の行動はするべきではでないと思う。,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,もう少しアンケートの目的が明確だと助かります。,,612ce8d5-fb39-3e16-98d1-d7833e1b5283,199770813,968,TheoremReach,,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 10:25:37,2021-08-30 10:31:16,IP Address,100,339,True,2021-08-30 10:31:16,R_XMlyaAwYjjbEwJX,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,どちらともいえない,やや悪い,やや悪い,やや悪い,どちらともいえない,やや悪い,ほとんど信頼することができない,あまり信頼することができない,ほとんど信頼することができない,あまり信頼することができない,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,4,男,32,大学・大学院,東京都,１４００万円以上,どちらともいえない,どちらともいえない,どちらかといえば、支持する,どちらかといえば、同意しない,どちらかといえば、評価すると思う,何もない,防衛大臣,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612cea5f-d327-0ae5-0e9d-448439c7020e,24931802,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 10:26:05,2021-08-30 10:31:45,IP Address,100,339,True,2021-08-30 10:31:45,R_22EbHbasPC317ui,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,どの政党も支持していない,,自由民主党,3,男,37,大学・大学院,岡山県,６００〜７９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意しない,どちらかといえば、評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612cea6d-8506-20bc-0226-f46464ab6c17,24763665,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 10:16:50,2021-08-30 10:31:59,IP Address,100,908,True,2021-08-30 10:31:59,R_1FkWGDJE7Y9GHtT,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,やや良い,どちらともいえない,やや良い,やや悪い,どちらともいえない,どちらともいえない,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,やや信頼することができる,自由民主党,あまり熱心でない支持者,,6,男,64,大学・大学院,埼玉県,２００〜３９９万円,どちらともいえない,支持しない,支持する,どちらかといえば、同意しない,どちらかといえば、評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612ce7d3-bdfc-949d-35be-335d2a261db1,14682971,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 10:27:19,2021-08-30 10:32:17,IP Address,100,297,True,2021-08-30 10:32:17,R_2QhVfFaxOuSHUlq,anonymous,JA,0.89999997615814208984375,参加することに同意します,いつも注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,あまり信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,自由民主党,4,女,22,小学校・中学校,愛媛県,２００〜３９９万円,どちらともいえない,どちらかといえば、支持しない,どちらかといえば、支持しない,どちらかといえば、同意する,どちらかといえば、評価しないと思う,何もない,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,死傷者に関する記載はなかった,何もない,,612ceabf-16fc-bec0-262d-ec8cac07bf40,_6572_f6bb71d92006bbf801541c78499f0fc6,1135,RevenueUniverse,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 10:28:09,2021-08-30 10:33:16,IP Address,100,307,True,2021-08-30 10:33:17,R_29omuR7tWDd2tf7,anonymous,JA,1,参加することに同意します,全く注意していない,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,ほとんど信頼することができない,かなり信頼することができる,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,自由民主党,4,女,42,小学校・中学校,愛媛県,４００〜５９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらかといえば、同意する,どちらともいえない,何もない,菅首相,作戦は失敗し、１台も無事に空港まで護送することができなかった,出なかった,何もない,,612ceaad-b218-502d-58d3-5148cf3c4305,19488003,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 10:28:15,2021-08-30 10:33:21,IP Address,100,305,True,2021-08-30 10:33:21,R_32KIxIDTo3C39Ur,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,やや悪い,やや悪い,やや悪い,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,やや信頼することができる,やや信頼することができる,どの政党も支持していない,,その他,4,女,36,高校・旧制中学校,埼玉県,８００〜９９９万円,評価する,支持する,支持する,同意する,評価すると思う,何もない,防衛大臣,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612ceaee-350e-dd3b-f203-0c1c36113c6d,24618079,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 10:27:16,2021-08-30 10:33:36,IP Address,100,380,True,2021-08-30 10:33:37,R_2alATfGWvhQaLa3,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,どの政党も支持していない,,自由民主党,4,女,31,大学・大学院,東京都,６００〜７９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意しない,どちらともいえない,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612cea9d-ed66-d441-5ea2-ac298078b892,20002469,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 10:26:00,2021-08-30 10:33:44,IP Address,100,463,True,2021-08-30 10:33:44,R_3n16dXuSAOdsEAL,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,やや良い,どちらともいえない,やや良い,どちらともいえない,やや悪い,ほとんど信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,日本維新の会,5,男,31,大学・大学院,東京都,４００〜５９９万円,どちらかといえば、評価する,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意する,どちらともいえない,割と身長差に対応していて高評価,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,現代の縮図を見れた,,612cea63-f8a1-503c-e392-913aabbeacf8,16586530,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 10:29:53,2021-08-30 10:33:46,IP Address,100,233,True,2021-08-30 10:33:46,R_TdBMymNIx33pQ5z,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,やや良い,やや信頼することができる,かなり信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,どの政党も支持していない,,自由民主党,5,女,22,大学・大学院,岩手県,８００〜９９９万円,どちらかといえば、評価する,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意する,どちらかといえば、評価すると思う,何もない,国会,作戦は失敗し、２台を除いて無事に空港まで護送することができなかった,死傷者に関する記載はなかった,何もない,,612ceb34-bb5f-ae44-eac3-af204f10ddbd,15414574,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 10:26:10,2021-08-30 10:35:01,IP Address,100,530,True,2021-08-30 10:35:01,R_1rdW1QaLTHJa7EQ,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,どちらともいえない,かなり悪い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,4,男,43,大学・大学院,東京都,４００〜５９９万円,どちらかといえば、評価しない,どちらかといえば、支持する,どちらともいえない,どちらかといえば、同意する,どちらかといえば、評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612cea6f-01aa-90e8-791f-747ae615b843,18204247,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 10:33:03,2021-08-30 10:36:03,IP Address,100,180,True,2021-08-30 10:36:03,R_1pxwLe4ZrcuCEf9,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,やや悪い,かなり悪い,やや悪い,やや悪い,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,日本維新の会,4,男,42,大学・大学院,愛知県,４００〜５９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,何もない,防衛大臣,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612cec0c-3b67-0216-0091-ea2994ce0dd1,16482719,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
